,0,1,y_true
0,-10.176707184912148,-2.662118823676016,1
1,-2.723879476612053,5.657591648443538,0
2,-11.005435268594923,-3.892021431896826,1
3,1.0788147552636471,2.036038715229296,0
4,-8.661480039129454,-4.2155397166413975,1
5,0.7212634794777069,5.795310742043792,0
6,-0.8870779885481012,4.17626946177598,0
7,-10.171902260466753,-4.864020409144081,1
8,-1.2717195462188104,1.7886800985646465,0
9,-9.46531228302458,-3.8919980509361665,1
10,-8.833642905192953,-2.766087528349043,1
11,-8.611941556166007,-4.831999051000915,1
12,-10.235897875729917,-3.6616746395380524,1
13,-0.24234810302922272,3.0316257847006227,0
14,-1.7970492686530282,4.417176050638193,0
15,-10.281162743865082,-5.9089833646272005,1
16,-1.2016448877734467,3.100753141458422,0
17,-10.333176633803822,-4.117943080221978,1
18,0.1680750153576982,1.831313981971094,0
19,-9.791881171341593,-2.9806308234887466,1
20,-11.68241868022018,-2.1149237264989935,1
21,-10.185842910716167,-2.808974462284989,1
22,-0.998460223967052,1.610131729952573,0
23,-1.8993543464005382,3.296953663737116,0
24,-8.979783592216945,-2.9777611351652364,1
25,-11.183262074220348,-4.482696418895125,1
26,-1.4263581672131642,4.919054427853482,0
27,-3.0281997131248217,4.618217910166496,0
28,-4.206061438049513,1.9782533919975922,0
29,-7.814668642118136,-4.9221864062049985,1
30,-2.936917336750156,5.399650168344515,0
31,-2.089377000412364,4.46098593988597,0
32,-11.187790129535925,-4.601030487861648,1
33,-10.739392196456125,-3.3154640514316345,1
34,-8.218194466966867,-2.823349579858796,1
35,-8.360580121549784,-5.39707684102491,1
36,-1.0441392110277086,3.555642192582054,0
37,-2.3564283081810737,5.580450799088771,0
38,-10.321441070403766,-3.7167320504148824,1
39,-1.6428690605145488,3.5381228747341287,0
40,-9.319405885445207,-6.4010599043619685,1
41,-9.596130110548312,-4.859867204544912,1
42,-1.2213774326183853,2.766135604796372,0
43,-9.83240278000337,-4.657394302510025,1
44,-11.332558224261295,-4.049197750745369,1
45,-11.369155453972304,-2.905055113327733,1
46,-4.792610721793596,1.7637849664471288,0
47,-9.86764576651674,-3.293344269773409,1
48,-1.562283496057637,5.179465196341317,0
49,-2.0472058728460945,1.3629426637092381,0
50,-1.6049736644755332,4.123597065701155,0
51,-10.071922381838725,-2.14211179216541,1
52,-11.035226235612694,-5.2277483591203495,1
53,-10.113252901830084,-4.250692629184245,1
54,2.1290114845165187,5.437220650134983,0
55,-9.86267398201267,-3.9165765236497476,1
56,-10.046685323914971,-4.239291261388471,1
57,-0.14898949525856597,5.801117122323769,0
58,-1.0762558219124685,5.698598453767538,0
59,-1.9569873256387478,5.850599726453443,0
60,-3.1842404021723105,7.468200680169908,0
61,-1.0489122227766483,4.312025227566842,0
62,-0.8823055255665541,3.6567342050046023,0
63,-9.142710843425661,-4.395111025946973,1
64,-0.6108306386053883,5.570367470472608,0
65,-1.632231360165329,3.8206475984957975,0
66,-9.434940326105794,-3.1690521939218166,1
67,-2.8269532254816463,3.7402144612386623,0
68,-2.253775999870997,5.0035025961151085,0
69,-7.010030050736212,-3.646569985876805,1
70,-9.797006263974962,-4.103536016899141,1
71,-1.1379323997299413,5.387453182612648,0
72,-10.042700230812091,-2.65704982014582,1
73,-10.34252008185453,-2.417154065299833,1
74,-7.958098111614605,-2.8772344960901677,1
75,0.9087202221991251,4.473251789841097,0
76,-7.971572146625917,-4.961079569090985,1
77,-10.04306411434523,-4.993842731974066,1
78,-11.199292002441238,-5.776254122854647,1
79,-0.2552947034211004,4.788073669148175,0
80,-9.785375934468636,-5.408358511314708,1
81,-1.8131726878468297,3.2367780760193257,0
82,-11.94388945098439,-4.718901207718635,1
83,-0.9066608055789833,4.931842623401986,0
84,-3.1971325755322217,5.09466173881343,0
85,-3.05514742830445,4.507648745059759,0
86,-2.853841483915631,5.138877907721431,0
87,-1.1551953537100195,5.148463022889495,0
88,-3.6335052626916013,3.370704895272654,0
89,-10.150405022542705,-4.804413014884851,1
90,-1.4595135691387315,5.501701020238443,0
91,-11.142452314988951,-4.462413601138162,1
92,-0.6084829582721398,4.27788084687624,0
93,-12.605700710473759,-3.501096496649396,1
94,0.09986509435301616,4.567866843481569,0
95,-11.348600869209985,-3.046506041761285,1
96,-4.09969151500506,2.6535784370267406,0
97,-9.610441555393741,-2.6391975875522657,1
98,-12.42902120191815,-5.097629007652837,1
99,-2.468205766267155,5.53334848340405,0
100,-2.06768427854625,2.728145132121367,0
101,-10.580406074685511,-2.222109367802406,1
102,-3.1374575640855618,3.574296721094253,0
103,-2.756161804596255,3.3217558402520044,0
104,-1.6619242594960242,2.6607143380988716,0
105,-2.6876438920788344,5.308628983984027,0
106,-10.130787655597526,-7.442094055730513,1
107,-0.36102915362425203,7.140214427560984,0
108,-1.1301919633683783,4.503164954278861,0
109,-2.5362404387699904,3.734961088998989,0
110,-1.0968655149895459,6.613158744492001,0
111,-2.4412374077810046,3.6641860347750246,0
112,-1.4116852557900574,4.555250676102485,0
113,-2.0084320578776325,6.435051226285663,0
114,-2.5185257810980186,3.349982816969762,0
115,-1.9772847404577298,6.156294796944394,0
116,-0.1609125560716358,4.637935390698091,0
117,-9.272299862899064,-5.1699330289247545,1
118,-1.3087285595452207,4.315098989159065,0
119,-8.828777779164257,-1.687688778466279,1
120,-10.405289135853272,-3.9919878193683744,1
121,-3.2927274970035425,4.501965469042651,0
122,-10.572359604950686,-1.8214941501689017,1
123,-8.766522914004089,-2.614283012555841,1
124,-10.043734574299386,-3.812887936372931,1
125,-1.4919996602552406,5.909058446592794,0
126,-3.98203723650696,5.951694906909187,0
127,-9.068516824260774,-5.8403144026432585,1
128,-9.186907948539767,-3.8191694300837176,1
129,-4.33764331729523,3.368778788814777,0
130,-1.7079292925310834,2.386774425464043,0
131,-1.7651949402043068,4.034787515376282,0
132,-2.1280657650768355,3.4690278472485785,0
133,-11.58578847413495,-3.5996041300994523,1
134,-11.30463031287422,-3.5092429136054175,1
135,-10.567859447588958,-5.1782113619404555,1
136,-2.362441694722382,6.850087462604455,0
137,-10.393838999313534,-3.1521162143838217,1
138,-0.06736499325004885,6.86536705541158,0
139,-1.3562231045962763,4.6587775924356665,0
140,-10.312305263192382,-3.4749545802077497,1
141,-2.3248524320712414,5.804156614740281,0
142,-9.771414073205763,-2.5693792336768766,1
143,-1.509361215346483,5.177993755977435,0
144,-2.0625814109654037,3.926421925507642,0
145,-3.2502583500060123,4.7984245194224515,0
146,-12.844334999478559,-4.040379221682116,1
147,-2.178118532558814,4.971422415494691,0
148,-9.907397629708246,-2.6911143786787566,1
149,-10.5560865079995,-3.697876803711751,1
150,-10.266029806435629,-2.676788389739578,1
151,-1.31393577492079,3.4899003639740203,0
152,-1.5960502124784832,3.61024531063147,0
153,-9.484880321907045,-2.8785098326170644,1
154,-3.05845415414818,6.851588498472713,0
155,-9.281509096207156,-3.3809147019760273,1
156,-9.60001975405474,-3.977388089985251,1
157,-2.2123465053399856,4.810899060844951,0
158,-1.9033815820433961,5.4132316491333885,0
159,-2.6972747750924118,3.3057678690379477,0
160,0.16655556963032803,5.147080870623187,0
161,-2.63694950930702,3.8596036403074354,0
162,-1.303624767387197,4.734574175672247,0
163,0.4151928154388185,5.334045069564831,0
164,-10.189257705861966,-6.993984188172096,1
165,-9.665659500510245,-4.27893112094493,1
166,-8.380775477823967,-4.502095626946051,1
167,-9.239707573273305,-1.0862015319167324,1
168,-1.0183976304260085,4.0338738249647665,0
169,-8.931109771373436,-4.1279882104145456,1
170,-0.6145540066556836,6.335688757348766,0
171,-3.04420053380421,4.384341971455484,0
172,-1.0157178888993124,0.9283217842770082,0
173,1.5008472275594782,4.095696396698837,0
174,-1.0831047809772478,2.9365115295415176,0
175,-11.12106649530141,-3.5537773699324626,1
176,-2.1741088599341225,6.004649972395313,0
177,-10.247163401148372,-4.771602508019427,1
178,-9.576186330767529,-2.6932667560185006,1
179,-9.437236690175991,-2.5466941740328872,1
180,-5.150916156131695,6.828400885863261,0
181,-0.24502317163423593,6.30626088937091,0
182,-9.441341615722386,-3.8307082395857157,1
183,-10.52832849186676,-4.867762274526122,1
184,-8.789936425430174,-3.0459524817121784,1
185,-8.7676972074778,-4.652950324761401,1
186,-9.53312463963827,-1.637086691026481,1
187,-0.1622713537969558,6.53723258305867,0
188,-9.150453039753337,-5.336564881603061,1
189,-1.6903311007932424,3.437537844881712,0
190,0.603608736708301,2.7743312156459896,0
191,-12.781603293465619,-6.077515553266075,1
192,-10.373932696097274,-2.944028651106617,1
193,-9.505477839591453,-4.2385244107387745,1
194,-1.9944200054810395,5.069434202265894,0
195,-8.804592920468492,-3.833665083475536,1
196,-2.188131107686989,4.51457037699852,0
197,-8.383726375089507,-4.098903732702785,1
198,-1.3025757493806962,5.512916324181571,0
199,-10.74915850446483,-3.258256659766473,1
200,-2.0907939186422437,4.117940189923825,0
201,-11.069583534577816,-5.121075851298141,1
202,-9.131994569228906,-4.551688992882782,1
203,-9.819898287995205,-3.3114666973775204,1
204,-8.538868546153147,-4.002934422476307,1
205,0.5407516271128472,4.3306742541246495,0
206,-9.637614794896663,-2.080713317891912,1
207,-10.986212445872061,-2.423695782413068,1
208,-3.1097725371763647,6.0941233921953195,0
209,-9.000132759529423,-4.080763596442704,1
210,-0.22593443544916592,4.344361644894817,0
211,-10.742820421887679,-2.8763196706866996,1
212,-11.61678486025446,-3.860447855259915,1
213,-8.545912526560109,-3.9877602801981773,1
214,-9.022678584479815,-4.74015055243043,1
215,-3.056197841742617,4.699509491114527,0
216,-1.0152926537194682,3.0129010533857405,0
217,-2.4986175694945434,4.390659120194535,0
218,-8.556963584889846,-4.233643262517578,1
219,-10.57264104220396,-3.1479064648253017,1
220,-0.3594484645059004,3.258439820968129,0
221,-8.672303117207091,-6.09230812189382,1
222,-1.095454885898306,2.3014148865078647,0
223,-3.4427541815991844,6.616439804231945,0
224,-1.5836221611991361,4.670395812602807,0
225,-9.555374470049552,-4.187042318029142,1
226,-2.1832322780461735,3.8075087249339044,0
227,-0.668551323549335,3.627076456743422,0
228,-10.957467186183802,-4.409021109496502,1
229,-2.5418605402013745,5.897347453536528,0
230,-10.21975274863254,-5.841419016222666,1
231,-3.8544669562395844,5.2999768657004305,0
232,-1.8750951653865642,3.309166846441447,0
233,-3.722961488228645,3.293295388639351,0
234,-0.648504455616417,6.643683222851001,0
235,-8.737754406652378,-3.46292990845782,1
236,-0.6572336161093386,4.464698991873344,0
237,-8.27301476414533,-3.2002849208136923,1
238,-11.21992875556931,-3.738402132153716,1
239,-2.9058346503606227,4.2729973853691305,0
240,-5.8463640584401455,-4.703630210334849,1
241,-11.156302427663881,-4.181374055317076,1
242,-9.058540959702496,-3.777854251804017,1
243,-11.338917852042657,-3.334400283362809,1
244,-10.65065808507272,-4.414918424649414,1
245,-1.3062152656379942,3.373868079034011,0
246,-11.186349067466564,-4.833786461767528,1
247,0.9226692443250233,2.5675437115523803,0
248,-11.82777947062884,-4.1464625396263655,1
249,-2.524135845605156,3.9105479602731896,0
250,-2.2184706119310174,5.937124499850035,0
251,-9.82257515202216,-5.727284518793813,1
252,-9.236732930017965,-6.305112131320779,1
253,-1.1078543514877919,4.281295827238787,0
254,-3.5830514631293235,3.8466208879480135,0
255,-0.8803571852259786,3.862794015149127,0
256,-9.499464518451305,-4.19335316815201,1
257,-1.0950399677544675,5.786707776722178,0
258,-2.5350580371000877,4.1522468076374635,0
259,-9.748013059662316,-2.78744678025309,1
260,-0.5778003692926714,1.5295664977428083,0
261,-1.5267815009044974,2.499389473556464,0
262,0.9044068976232857,5.13856736905864,0
263,-1.3485609542138064,4.035688428379583,0
264,-10.39091733104971,-5.634611072698673,1
265,-11.938585982624145,-3.2302680220429023,1
266,-9.532141439263798,-4.138960801187447,1
267,-0.5708476527832167,3.7709184509989107,0
268,-2.0736638683643047,4.889663800259525,0
269,-0.6657772879174636,3.938441970289136,0
270,-9.229304658868791,-4.389578786007645,1
271,0.004761484785970271,4.047355039498138,0
272,-0.6458703149440748,5.712042487227235,0
273,-9.504677466137961,-3.0464453495462562,1
274,-3.035333877464671,5.8373945061426795,0
275,-1.2005201385936886,5.947613859313458,0
276,-11.47409146961788,-4.5282611779064315,1
277,-0.9561085351747367,4.707411234140327,0
278,-11.492539391558704,-0.8208731907148636,1
279,0.5214547993220804,3.454981242724283,0
280,-11.085222782641667,-3.4918604604296126,1
281,-9.607414142386851,-4.195000597955709,1
282,-1.030578889154362,6.023022222008489,0
283,-10.03748396952659,-3.81273886934546,1
284,-3.4647021627355064,3.775907540160097,0
285,0.37500353548761334,4.829004489561256,0
286,-10.709148320543065,-5.280594499001765,1
287,-0.2858144900145456,3.279446755748164,0
288,-2.618697188863188,5.249703252538167,0
289,0.1547266697901497,3.633943809241188,0
290,-9.341774388282072,-4.549753805449869,1
291,-9.81425592441949,-3.2385924487819673,1
292,-7.592943221189445,-4.710825198036452,1
293,-10.633927850931679,-4.161455990970654,1
294,-0.42664092117196706,4.673407245512464,0
295,-7.926306706099444,-2.181256031114004,1
296,-1.9551060957147528,5.316256743842723,0
297,-9.170611158070622,-2.720408322098124,1
298,-12.593715031057544,-2.7689720881811097,1
299,-8.264819673345203,-3.2681865665029632,1
300,-11.29669040619673,-3.0370695077143566,1
301,-9.016178854109741,-4.784433256072221,1
302,1.0127251783508333,3.424572372692867,0
303,-11.954885191972982,-2.686070463648573,1
304,-8.72452191019325,-2.4151507974197988,1
305,-0.6877858993874411,4.2580259037143,0
306,-12.366796187998684,-3.8411871505573907,1
307,-10.738289110094689,-6.834483469575877,1
308,-0.7110528308261059,5.5126258869242655,0
309,-3.1586449463675024,5.485671515773189,0
310,-9.934816145969183,-3.1404445295477723,1
311,-9.260163173452064,-4.802578276109747,1
312,-9.239527003136484,-4.874960582063119,1
313,-1.6377981455735138,3.0039664579095513,0
314,-1.0405457509760692,4.188110919165036,0
315,-10.355693647897068,-5.0419581094281565,1
316,-12.232603617652746,-3.501039402563744,1
317,-0.2665811849737796,3.6733349453161708,0
318,-3.3759565562569644,4.800439108896026,0
319,-11.36063541922162,-1.8281133640562972,1
320,-8.466267692061564,-5.270281139488598,1
321,1.072409352217932,2.6608694494829894,0
322,-0.8357476608232568,2.3721919430728398,0
323,-8.705898999572804,-4.136190140627397,1
324,-1.5402785469594473,5.558302454667551,0
325,-1.992333038453047,4.44725805220986,0
326,-0.883206529899759,5.601641998999032,0
327,-8.077042093626728,-3.95381730831115,1
328,-13.370664680735661,-5.470021204649085,1
329,-8.977657898248026,-4.718857263774234,1
330,-0.7338643420781761,3.2143641165832433,0
331,-0.5929583785039916,3.8902032317043713,0
332,-9.55306592668308,-2.8913649909946773,1
333,-8.546105386975842,-2.6158916236755383,1
334,-1.8857102835462076,3.65158908410159,0
335,-2.341777615926729,4.157942540232041,0
336,-9.053472467164532,-3.0771208954591494,1
337,-8.127856546297506,-3.10903128585794,1
338,0.07641433951431598,3.579809564901888,0
339,-7.597972145617991,-5.692965892430747,1
340,-9.232421849743035,-3.0222428768123897,1
341,-1.420915550114187,7.0318087894417145,0
342,-2.5935077731370666,6.522058120127845,0
